,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
282,tarko-sale,64.9225,77.785,11.55,96,99,7.36,RU,1650830296
283,shakawe,-18.3667,21.85,70.52,35,70,1.54,BW,1650830296
284,rawson,-43.3002,-65.1023,69.42,37,96,36.37,AR,1650830214
285,lyuban,52.7985,28.0048,47.21,80,92,2.08,BY,1650830296
286,deputatskiy,69.3,139.9,0.7,98,100,0.45,RU,1650830297
287,westport,41.1415,-73.3579,63.14,55,43,8.99,US,1650830084
288,havre-saint-pierre,50.2334,-63.5986,48.56,43,0,14.97,CA,1650830288
289,omsukchan,62.5333,155.8,19.26,94,100,3.29,RU,1650830297
290,nabire,-3.3667,135.4833,74.84,92,72,3.29,ID,1650830285
291,san policarpo,12.1791,125.5072,80.85,83,100,9.6,PH,1650830297
292,ballina,-28.8667,153.5667,67.96,78,40,12.66,AU,1650830298
293,doha,25.2867,51.5333,82.38,54,0,6.91,QA,1650830178
294,thompson,55.7435,-97.8558,21.36,42,40,25.32,CA,1650830298
295,cidreira,-30.1811,-50.2056,69.73,77,2,17.74,BR,1650830294
296,pangnirtung,66.1451,-65.7125,19.4,73,100,5.75,CA,1650830298
297,frontera,26.9333,-101.45,95.32,34,0,8.01,MX,1650830299
298,sitka,57.0531,-135.33,45.37,85,100,2.64,US,1650830299
299,upington,-28.4478,21.2561,52.18,46,0,3.44,ZA,1650830299
300,caohai,26.8661,104.2841,54.09,95,60,5.5,CN,1650830300
301,lasa,46.6166,10.7002,45.7,95,98,2.42,IT,1650830300
302,fuxin,42.0156,121.6589,54.77,42,0,3.67,CN,1650830300
303,namatanai,-3.6667,152.4333,77.88,74,87,3.42,PG,1650830301
304,newport,51.5877,-2.9984,55.51,66,51,13.38,GB,1650830286
305,angoram,-4.0625,144.0661,72.63,99,99,1.92,PG,1650830301
306,riyadh,24.6877,46.7219,84.34,19,89,19.53,SA,1650830071
307,pangkalanbuun,-2.6833,111.6167,75.16,96,26,0.16,ID,1650830301
308,waipawa,-41.4122,175.5153,51.37,83,98,7.02,NZ,1650830302
309,fushun,41.8558,123.9233,46.11,77,3,4.79,CN,1650830302
310,sola,-13.8833,167.55,80.85,72,97,3.98,VU,1650830302
311,hope,33.6671,-93.5916,85.98,44,5,11.52,US,1650830026
312,champerico,14.3,-91.9167,93.74,62,2,9.8,GT,1650830303
313,palmer,42.1584,-72.3287,61.21,37,65,3.0,US,1650830266
314,nanning,22.8167,108.3167,75.65,88,12,10.74,CN,1650830303
315,geraldton,-28.7667,114.6,59.41,72,100,6.91,AU,1650830303
316,poso,-1.3959,120.7524,77.76,85,98,4.05,ID,1650830304
317,mackenzie,55.2999,-123.1698,48.42,57,100,10.36,CA,1650830304
318,lufilufi,-13.8745,-171.5986,78.58,75,64,8.34,WS,1650830304
319,palana,59.1167,159.9667,29.48,85,100,5.86,RU,1650830305
320,redlands,34.0556,-117.1825,83.97,18,0,4.0,US,1650830305
321,port moresby,-9.4431,147.1797,72.82,100,40,3.44,PG,1650830305
322,vila do maio,15.1333,-23.2167,81.39,82,5,10.45,CV,1650830306
323,brae,60.3964,-1.353,45.75,87,80,17.2,GB,1650830306
324,russell,32.3502,-85.1999,82.11,47,75,6.91,US,1650830306
325,xuddur,4.1213,43.8894,80.11,59,26,14.88,SO,1650830307
326,esperance,-33.8667,121.9,55.24,89,22,10.6,AU,1650830307
327,baykit,61.67,96.37,28.31,95,99,2.68,RU,1650830307
328,portoferraio,42.8115,10.3146,60.58,78,81,8.61,IT,1650830308
329,bengkulu,-3.8004,102.2655,75.92,93,100,6.06,ID,1650830308
330,holguin,20.8872,-76.2631,83.16,53,100,17.36,CU,1650830308
331,lumding,25.7535,93.1732,72.1,86,0,2.59,IN,1650830309
332,rudnichnyy,59.617,52.4703,37.22,97,100,9.93,RU,1650830309
333,coihaique,-45.5752,-72.0662,42.75,81,75,6.91,CL,1650830182
334,port shepstone,-30.7414,30.455,65.39,84,100,13.53,ZA,1650830309
335,manokwari,-0.8667,134.0833,77.58,82,63,3.56,ID,1650830310
336,rodez,44.5,2.5833,52.11,87,75,13.8,FR,1650830310
337,gweta,-20.1833,25.2333,76.8,38,91,2.73,BW,1650830310
338,amarante do maranhao,-5.5667,-46.7422,78.75,86,22,4.21,BR,1650830310
339,vinces,-1.55,-79.7333,84.33,67,83,1.7,EC,1650830311
340,udachnyy,66.4167,112.4,-2.61,100,54,1.25,RU,1650830311
341,erenhot,43.6475,111.9767,59.81,21,66,18.77,CN,1650830089
342,avera,33.194,-82.5271,82.54,44,21,6.31,US,1650830311
343,sari,36.5633,53.0601,62.1,78,100,4.43,IR,1650830312
344,adeje,28.1227,-16.726,66.02,69,75,35.99,ES,1650830312
345,vernon,50.2581,-119.2691,68.76,33,66,4.61,CA,1650830312
346,talnakh,69.4865,88.3972,-7.08,100,91,2.86,RU,1650830313
347,develi,38.3906,35.4922,51.15,45,46,3.15,TR,1650830313
348,sambava,-14.2667,50.1667,76.6,83,94,9.01,MG,1650830313
349,kaputa,-8.4689,29.6619,69.69,89,100,2.44,ZM,1650830314
350,morant bay,17.8815,-76.4093,78.42,76,100,11.32,JM,1650830314
351,nouadhibou,20.931,-17.0347,69.78,68,0,13.8,MR,1650830314
352,fallon,39.4735,-118.7774,60.46,22,3,4.07,US,1650830315
353,biloela,-24.4167,150.5,62.83,78,100,10.33,AU,1650830315
354,moyale,3.5167,39.0584,69.1,79,99,4.9,KE,1650830315
355,rocha,-34.4833,-54.3333,74.55,34,0,12.39,UY,1650830316
356,kabompo,-13.5927,24.2008,66.81,82,96,3.8,ZM,1650830316
357,tiarei,-17.5333,-149.3333,84.22,73,72,6.76,PF,1650830316
358,puerto madryn,-42.7692,-65.0385,71.06,36,100,40.24,AR,1650830317
359,ridgecrest,35.6225,-117.6709,74.68,12,0,1.99,US,1650830292
360,guerrero negro,27.9769,-114.0611,76.15,37,0,12.68,MX,1650830317
361,sept-iles,50.2001,-66.3821,50.43,38,20,8.05,CA,1650830317
362,weiser,44.251,-116.9693,63.32,34,4,4.0,US,1650830318
363,basoko,1.2391,23.616,72.79,95,100,4.43,CD,1650830318
364,vanavara,60.34,102.2797,19.71,98,65,2.98,RU,1650830318
365,dunedin,-45.8742,170.5036,55.8,66,60,14.0,NZ,1650830075
366,tuatapere,-46.1333,167.6833,52.21,91,100,6.15,NZ,1650830319
367,pedernales,18.0384,-71.744,83.28,59,59,9.82,DO,1650830319
368,beya,53.0533,90.9139,27.46,71,46,5.28,RU,1650830319
369,zyryanka,65.75,150.85,15.48,94,100,13.24,RU,1650830320
370,san fernando,15.0286,120.6898,82.13,82,97,3.65,PH,1650830320
371,san patricio,28.017,-97.5169,87.89,55,38,23.51,US,1650830320
372,rafaela,-31.2503,-61.4867,73.78,64,64,11.81,AR,1650830321
373,casa nova,-9.4167,-41.1333,87.6,43,100,16.84,BR,1650830321
374,baoqing,46.3317,132.2111,43.97,46,94,4.63,CN,1650830321
375,mabaruma,8.2,-59.7833,79.39,86,100,4.45,GY,1650830321
376,pisco,-13.7,-76.2167,70.02,82,0,6.91,PE,1650830322
377,marystown,47.1666,-55.1483,40.86,100,100,3.0,CA,1650830322
378,kushmurun,52.4503,64.6311,43.43,39,58,3.15,KZ,1650830322
379,saint-augustin,51.226,-58.6502,38.62,86,100,20.54,CA,1650830323
380,san carlos de bariloche,-41.1456,-71.3082,38.95,93,75,17.27,AR,1650830198
381,salinopolis,-0.6136,-47.3561,78.21,88,100,7.25,BR,1650830323
382,yerbogachen,61.2767,108.0108,25.56,98,100,4.12,RU,1650830323
383,trinidad,-14.8333,-64.9,87.78,74,75,11.5,BO,1650830281
384,nautla,20.2167,-96.7833,86.52,61,0,19.6,MX,1650830324
385,tamandare,-8.7597,-35.1047,79.72,77,100,7.7,BR,1650830324
386,concord,37.978,-122.0311,80.82,38,19,4.0,US,1650830325
387,ornskoldsvik,63.2909,18.7153,38.35,60,12,3.44,SE,1650830325
388,pevek,69.7008,170.3133,4.98,96,97,4.36,RU,1650830325
389,geaca,46.8667,24.1,56.34,89,100,12.93,RO,1650830326
390,alice springs,-23.7,133.8833,60.35,100,100,3.44,AU,1650830111
391,sarkand,45.41,79.9186,47.93,71,100,3.29,KZ,1650830326
392,portland,45.5234,-122.6762,69.1,48,0,1.99,US,1650829683
393,wanaka,-44.7,169.15,46.24,81,39,3.44,NZ,1650830326
394,marawi,7.9986,124.2928,69.12,93,84,2.04,PH,1650830302
395,srednekolymsk,67.45,153.6833,11.7,94,100,9.98,RU,1650830327
396,arroio grande,-32.2375,-53.0869,75.31,35,0,9.8,BR,1650830327
397,sioux lookout,50.1001,-91.917,39.27,100,100,9.22,CA,1650830327
398,sao joao da barra,-21.6403,-41.0511,80.69,80,96,16.31,BR,1650830328
399,urumqi,43.801,87.6005,45.55,93,75,6.71,CN,1650830328
400,vilhena,-12.7406,-60.1458,88.02,51,75,12.66,BR,1650830328
401,sao filipe,14.8961,-24.4956,75.38,72,5,4.07,CV,1650830329
402,ngunguru,-35.6167,174.5,59.31,87,77,7.67,NZ,1650830329
403,puerto berrio,6.4916,-74.4033,90.16,54,66,3.33,CO,1650830329
404,orangeburg,33.4918,-80.8557,83.82,42,30,1.01,US,1650830329
405,najran,17.4924,44.1277,79.45,37,39,8.34,SA,1650830330
406,sao mateus,-18.7161,-39.8589,80.24,78,12,8.28,BR,1650830330
407,zabol,32.25,67.25,62.15,29,2,3.74,AF,1650830330
408,mao,39.8885,4.2658,57.76,67,0,4.61,ES,1650830331
409,mitsamiouli,-11.3847,43.2844,81.32,82,100,11.34,KM,1650830331
410,jedburgh,55.48,-2.552,45.91,89,99,8.25,GB,1650830331
411,sandwich,41.6459,-88.6217,67.69,74,98,15.97,US,1650830332
412,powell,40.1578,-83.0752,83.46,45,40,14.97,US,1650830221
413,tambovka,50.0969,128.0489,37.99,73,100,7.4,RU,1650830332
414,penzance,50.1186,-5.5371,52.59,86,99,6.02,GB,1650830332
415,lagoa,39.05,-27.9833,57.83,75,4,20.92,PT,1650830282
416,walvis bay,-22.9575,14.5053,58.15,72,0,2.3,NA,1650830312
417,nyurba,63.2842,118.3319,15.1,98,100,3.29,RU,1650830211
418,batemans bay,-35.7167,150.1833,57.09,89,84,4.32,AU,1650830121
419,cravo norte,6.3017,-70.2041,96.76,31,55,8.16,CO,1650830333
420,saint-joseph,-21.3667,55.6167,73.78,77,100,13.6,RE,1650830333
421,agadir,30.4202,-9.5982,63.05,67,0,13.0,MA,1650830334
422,siguiri,11.6667,-9.5,96.57,11,74,4.83,GN,1650830334
423,mareeba,-17.0,145.4333,72.32,95,97,4.9,AU,1650830262
424,puteyets,65.1716,57.091,26.1,98,70,2.53,RU,1650830334
425,grootfontein,-19.5667,18.1167,62.17,63,35,3.44,NA,1650830335
426,lyngseidet,69.5763,20.2189,37.4,100,100,2.53,NO,1650830335
427,igrim,63.1906,64.4162,32.63,100,100,1.52,RU,1650830335
428,sale,34.0389,-6.8166,61.75,82,75,6.91,MA,1650830336
429,fort collins,40.5853,-105.0844,57.79,26,0,24.16,US,1650830051
430,isangel,-19.55,169.2667,76.66,78,99,15.32,VU,1650830336
431,ugoofaaru,5.6667,73.0,83.89,72,100,6.71,MV,1650830336
432,sarakhs,36.5449,61.1577,73.72,43,8,8.41,IR,1650830337
433,seddon,-37.8068,144.8916,51.67,94,0,8.05,AU,1650830337
434,anuradhapura,8.3565,80.4173,75.78,94,11,3.83,LK,1650830337
435,fare,-16.7,-151.0167,81.34,72,68,7.05,PF,1650830338
436,marsabit,2.3284,37.9899,70.68,67,99,8.57,KE,1650830338
437,rozivka,46.9385,35.7724,53.91,82,1,6.13,UA,1650830338
438,hasaki,35.7333,140.8333,55.8,90,12,4.09,JP,1650830254
439,general pico,-35.6566,-63.7568,83.37,33,100,13.71,AR,1650830339
440,paulinia,-22.7611,-47.1542,86.94,59,0,2.28,BR,1650830339
441,navoi,40.0844,65.3792,62.08,63,0,9.22,UZ,1650830339
442,oyama,36.3,139.8,62.58,87,19,2.46,JP,1650830339
443,athens,37.9795,23.7162,68.25,60,37,1.99,GR,1650830043
444,ciudad guayana,8.3533,-62.6528,89.91,45,100,5.01,VE,1650830340
445,port hardy,50.6996,-127.4199,48.38,81,100,3.44,CA,1650830208
446,daru,-9.0763,143.2092,75.7,90,63,5.95,PG,1650830340
447,kota bahru,6.1333,102.2386,78.75,94,20,0.0,MY,1650830341
448,kedrovyy,56.1667,91.8167,25.21,87,87,5.08,RU,1650830341
449,sao gabriel da cachoeira,-0.1303,-67.0892,78.6,78,40,9.22,BR,1650830341
450,harnosand,62.6323,17.9379,39.22,73,0,3.11,SE,1650830342
451,kyshtovka,56.555,76.6271,31.41,70,38,5.88,RU,1650830342
452,nuuk,64.1835,-51.7216,31.87,88,100,5.01,GL,1650830316
453,capim grosso,-11.3811,-40.0128,84.25,43,60,10.83,BR,1650830342
454,moron,-34.6534,-58.6198,78.03,40,3,11.68,AR,1650830343
455,baracoa,20.3467,-74.4958,80.42,66,100,12.39,CU,1650830343
456,derzhavinsk,51.1,66.3167,40.05,50,32,11.16,KZ,1650830343
457,kamsack,51.5667,-101.9009,34.56,66,100,19.17,CA,1650830344
458,oxapampa,-10.5775,-75.4017,70.34,76,66,4.25,PE,1650830344
459,novikovo,51.1537,37.8879,53.01,88,97,1.63,RU,1650830344
460,asau,46.4333,26.4,60.28,81,100,4.38,RO,1650830345
461,te anau,-45.4167,167.7167,45.14,89,47,1.5,NZ,1650830345
462,padang,-0.9492,100.3543,77.77,86,100,4.0,ID,1650830345
463,ipinda,-9.4833,33.9,71.71,92,100,2.59,TZ,1650830346
464,luderitz,-26.6481,15.1594,57.76,59,0,21.36,NA,1650830346
465,alwar,27.5667,76.6,85.91,15,0,3.2,IN,1650830346
466,oro valley,32.3909,-110.9665,83.08,10,0,10.0,US,1650830347
467,turmalina,-17.2856,-42.73,80.37,44,100,7.74,BR,1650830347
468,batticaloa,7.7102,81.6924,81.41,79,26,4.14,LK,1650830347
469,rio grande,-32.035,-52.0986,80.71,63,0,16.98,BR,1650830348
470,sao jose da coroa grande,-8.8978,-35.1478,79.77,77,100,8.37,BR,1650830348
471,san quintin,30.4833,-115.95,70.75,45,0,11.1,MX,1650830348
472,nanchang,28.6833,115.8833,74.62,87,100,6.17,CN,1650830349
473,taranagar,28.6709,75.0351,82.89,17,0,2.1,IN,1650830349
474,ponta delgada,37.7333,-25.6667,59.72,77,20,20.71,PT,1650830251
475,pacific grove,36.6177,-121.9166,70.39,76,4,11.99,US,1650830349
476,maine-soroa,13.2114,12.0241,93.02,12,100,8.99,NE,1650830350
477,san cristobal,7.7669,-72.225,68.18,59,67,3.6,VE,1650830350
478,maniitsoq,65.4167,-52.9,29.41,87,96,6.29,GL,1650830350
479,mount holly,35.2982,-81.0159,84.65,48,3,7.0,US,1650830351
480,morondava,-20.2833,44.2833,77.49,82,100,13.49,MG,1650830351
481,nan,18.8333,100.6667,79.38,64,68,0.45,TH,1650830351
482,riberalta,-10.9833,-66.1,84.4,79,75,9.22,BO,1650830352
483,yulara,-25.2406,130.9889,58.84,88,40,6.91,AU,1650830352
484,semenivka,52.1783,32.5818,46.54,82,4,1.86,UA,1650830352
485,vestmannaeyjar,63.4427,-20.2734,46.96,79,13,9.73,IS,1650830353
486,catabola,-12.15,17.2833,61.77,65,0,3.49,AO,1650830353
487,silvassa,20.2667,73.0167,81.81,53,0,3.74,IN,1650830353
488,ahuas,15.4759,-84.3553,85.5,62,30,6.69,HN,1650830354
489,selma,36.5708,-119.6121,76.17,46,10,3.24,US,1650830354
490,menongue,-14.6585,17.691,63.03,55,43,2.71,AO,1650830299
491,douglas,41.3,-96.167,58.82,42,100,23.02,US,1650830355
492,barra do garcas,-15.89,-52.2567,91.98,52,20,11.5,BR,1650830355
493,codajas,-3.8367,-62.0569,83.53,78,79,3.06,BR,1650830328
494,shimoda,34.6667,138.95,60.1,90,49,3.15,JP,1650830355
495,greymouth,-42.4667,171.2,49.86,90,19,6.06,NZ,1650830356
496,calama,-22.4667,-68.9333,70.29,24,0,21.85,CL,1650830061
497,amga,60.8953,131.9608,21.81,97,100,1.23,RU,1650830356
498,naze,28.3667,129.4833,70.72,91,14,6.11,JP,1650830356
499,ulladulla,-35.35,150.4667,61.7,82,98,5.39,AU,1650830327
500,horodnya,51.8909,31.5974,47.62,77,3,6.26,UA,1650830357
501,la ronge,55.1001,-105.2842,39.45,41,0,11.5,CA,1650830357
502,yumen,40.2833,97.2,52.93,40,5,9.35,CN,1650830334
503,solnechnyy,50.7214,136.6319,15.4,93,10,4.14,RU,1650830358
504,pulaski,34.7668,-92.3001,86.0,59,75,17.0,US,1650830198
505,azalea park,28.5411,-81.3006,86.07,61,98,8.01,US,1650830358
506,malazgirt,39.1427,42.5401,54.41,41,100,2.95,TR,1650830358
507,aklavik,68.2191,-135.0107,33.8,51,20,2.3,CA,1650830359
508,villavicencio,4.142,-73.6266,79.81,82,100,2.3,CO,1650830083
509,road town,18.4167,-64.6167,80.64,61,20,12.66,VG,1650830359
510,bannu,32.9854,70.6027,78.3,34,45,4.41,PK,1650830359
511,ayr,55.4627,-4.6339,50.31,71,20,11.5,GB,1650830360
512,takoradi,4.8845,-1.7554,80.91,84,100,4.63,GH,1650830360
513,radomsko,51.0671,19.4448,48.85,93,100,6.93,PL,1650830360
514,ambilobe,-13.2,49.05,73.99,83,16,4.5,MG,1650830361
515,libreville,0.3925,9.4537,78.1,86,100,4.83,GA,1650830071
516,sokoni,-6.4333,39.55,80.46,73,100,7.74,TZ,1650830361
517,abidjan,5.3094,-4.0197,84.16,84,20,6.91,CI,1650830275
518,new orleans,29.9547,-90.0751,84.0,63,75,8.05,US,1650830298
519,north bend,43.4065,-124.2243,63.25,88,12,8.34,US,1650830361
520,las matas de farfan,18.8731,-71.5166,81.19,52,74,4.21,DO,1650830362
521,hambantota,6.1241,81.1185,81.0,79,72,2.55,LK,1650830291
522,gvarv,59.3875,9.1737,41.81,53,17,2.73,NO,1650830362
523,wadi musa,30.3222,35.4793,63.75,60,97,14.32,JO,1650830362
524,waddan,29.1614,16.139,73.9,17,19,10.31,LY,1650830363
525,great falls,47.5002,-111.3008,54.68,29,25,1.01,US,1650830285
526,langsa,4.4683,97.9683,76.77,92,100,2.33,ID,1650830363
527,atar,20.5169,-13.0499,84.43,24,0,10.33,MR,1650830363
528,nueva helvecia,-34.3,-57.2333,75.6,36,14,15.39,UY,1650830364
529,sobolevo,54.4299,31.8996,44.49,89,67,6.98,RU,1650830364
530,huanren,41.2647,125.3667,55.65,83,96,4.25,CN,1650830364
531,araouane,18.9048,-3.5265,82.08,14,0,8.01,ML,1650830365
532,matagami,49.7502,-77.6328,42.91,49,40,29.93,CA,1650830097
533,mgandu,-5.95,34.1333,61.63,95,97,2.91,TZ,1650830365
534,simao,22.7886,100.9748,61.0,81,3,2.24,CN,1650830365
535,buala,-8.145,159.5921,79.95,82,94,5.99,SB,1650830366
536,odoyev,53.9393,36.6864,46.51,98,100,4.32,RU,1650830366
537,nemuro,43.3236,145.575,41.07,80,100,9.1,JP,1650830366
538,iskateley,67.6803,53.1512,25.77,97,98,8.39,RU,1650830367
539,pemba,-12.974,40.5178,81.3,89,40,8.05,MZ,1650830367
540,flin flon,54.7682,-101.865,30.04,51,0,11.5,CA,1650830368
541,shelopugino,51.6514,117.5599,26.71,81,52,3.02,RU,1650830368
542,wajid,3.8093,43.2471,82.6,54,99,15.66,SO,1650830368
543,atbasar,51.8,68.3333,37.94,48,57,10.13,KZ,1650830369
544,piacabucu,-10.4056,-36.4344,80.51,72,1,9.48,BR,1650830347
545,maues,-3.3836,-57.7186,85.66,72,20,2.42,BR,1650830369
546,catamarca,-28.4696,-65.7852,86.77,41,0,3.0,AR,1650830369
547,kungurtug,50.5994,97.5228,16.75,63,66,9.44,RU,1650830370
548,deming,32.2687,-107.7586,72.3,12,0,12.24,US,1650830370
549,tapes,-30.6733,-51.3958,70.07,65,4,7.61,BR,1650830370
550,gravdal,68.1214,13.5031,41.7,87,100,10.92,NO,1650830371
551,nhulunbuy,-12.2333,136.7667,75.81,88,89,3.44,AU,1650830116
552,ukiah,39.1502,-123.2078,77.43,43,21,1.01,US,1650830371
553,azuaga,38.2667,-5.6833,51.15,62,78,3.2,ES,1650830371
554,alice,27.7523,-98.0697,87.53,40,21,24.54,US,1650830372
555,tabuk,17.4189,121.4443,74.28,87,4,4.09,PH,1650830372
556,adre,13.4667,22.2,85.39,17,10,5.48,TD,1650830372
557,borup,55.4947,11.9758,47.75,81,15,4.61,DK,1650830372
558,ocos,14.5094,-92.1933,85.69,62,1,8.43,GT,1650830373
559,bilma,18.6853,12.9164,94.08,10,2,8.05,NE,1650830373
560,ulaanbaatar,47.9077,106.8832,37.53,60,75,11.18,MN,1650830247
561,noyabrsk,63.1994,75.4507,16.86,93,100,4.74,RU,1650830327
562,komsomolskiy,40.4272,71.7189,59.72,67,25,2.3,UZ,1650830374
563,aripuana,-9.1667,-60.6333,86.34,63,76,1.39,BR,1650830374
564,nanortalik,60.1432,-45.2371,37.92,89,97,3.4,GL,1650830374
